0.0,0.0
7.0,6.0
11.0,6.0
15.0,6.0
19.0,6.0
23.0,6.0
27.0,6.0
31.0,6.0
35.0,6.0
39.0,6.0
43.0,6.0
47.0,6.0
51.0,6.0
55.0,6.0
59.0,6.0
63.0,6.0
67.0,6.0
71.0,6.0
75.0,6.0
79.0,6.0
83.0,6.0
87.0,6.0
91.0,6.0
95.0,6.0
95.0,10.0
91.0,10.0
87.0,10.0
83.0,10.0
79.0,10.0
75.0,10.0
71.0,10.0
67.0,10.0
63.0,10.0
59.0,10.0
55.0,10.0
51.0,10.0
47.0,10.0
43.0,10.0
39.0,10.0
35.0,10.0
31.0,10.0
27.0,10.0
23.0,10.0
19.0,10.0
15.0,10.0
11.0,10.0
7.0,10.0
3.0,14.0
7.0,14.0
11.0,14.0
15.0,14.0
19.0,14.0
23.0,14.0
27.0,14.0
31.0,14.0
35.0,14.0
39.0,14.0
43.0,14.0
47.0,14.0
51.0,14.0
55.0,14.0
59.0,14.0
63.0,14.0
67.0,14.0
71.0,14.0
75.0,14.0
79.0,14.0
83.0,14.0
87.0,14.0
91.0,14.0
95.0,14.0
95.0,18.0
91.0,18.0
87.0,18.0
83.0,18.0
79.0,18.0
75.0,18.0
71.0,18.0
67.0,18.0
63.0,18.0
59.0,18.0
55.0,18.0
51.0,18.0
47.0,18.0
43.0,18.0
39.0,18.0
35.0,18.0
31.0,18.0
27.0,18.0
23.0,18.0
19.0,18.0
15.0,18.0
11.0,18.0
7.0,18.0
3.0,18.0
3.0,22.0
7.0,22.0
11.0,22.0
15.0,22.0
19.0,22.0
23.0,22.0
27.0,22.0
31.0,22.0
35.0,22.0
39.0,22.0
43.0,22.0
47.0,22.0
51.0,22.0
55.0,22.0
59.0,22.0
63.0,22.0
67.0,22.0
71.0,22.0
75.0,22.0
79.0,22.0
83.0,22.0
87.0,22.0
91.0,22.0
95.0,22.0
95.0,26.0
91.0,26.0
87.0,26.0
83.0,26.0
79.0,26.0
75.0,26.0
71.0,26.0
67.0,26.0
63.0,26.0
59.0,26.0
55.0,26.0
51.0,26.0
47.0,26.0
43.0,26.0
39.0,26.0
35.0,26.0
31.0,26.0
27.0,26.0
23.0,26.0
19.0,26.0
15.0,26.0
11.0,26.0
7.0,26.0
3.0,26.0
3.0,30.0
7.0,30.0
11.0,30.0
15.0,30.0
19.0,30.0
23.0,30.0
27.0,30.0
31.0,30.0
35.0,30.0
39.0,30.0
43.0,30.0
47.0,30.0
51.0,30.0
55.0,30.0
59.0,30.0
63.0,30.0
67.0,30.0
71.0,30.0
75.0,30.0
79.0,30.0
83.0,30.0
87.0,30.0
91.0,30.0
95.0,30.0
95.0,34.0
91.0,34.0
87.0,34.0
83.0,34.0
79.0,34.0
75.0,34.0
71.0,34.0
67.0,34.0
63.0,34.0
59.0,34.0
55.0,34.0
51.0,34.0
47.0,34.0
43.0,34.0
39.0,34.0
35.0,34.0
31.0,34.0
27.0,34.0
23.0,34.0
19.0,34.0
15.0,34.0
11.0,34.0
7.0,34.0
3.0,34.0
-1.0,38.0
3.0,38.0
7.0,38.0
11.0,38.0
15.0,38.0
19.0,38.0
23.0,38.0
27.0,38.0
31.0,38.0
35.0,38.0
39.0,38.0
43.0,38.0
47.0,38.0
51.0,38.0
55.0,38.0
59.0,38.0
63.0,38.0
67.0,38.0
71.0,38.0
75.0,38.0
79.0,38.0
83.0,38.0
87.0,38.0
91.0,38.0
95.0,38.0
95.0,42.0
91.0,42.0
87.0,42.0
83.0,42.0
79.0,42.0
75.0,42.0
71.0,42.0
67.0,42.0
63.0,42.0
59.0,42.0
55.0,42.0
51.0,42.0
47.0,42.0
43.0,42.0
39.0,42.0
35.0,42.0
31.0,42.0
27.0,42.0
23.0,42.0
19.0,42.0
15.0,42.0
11.0,42.0
7.0,42.0
3.0,42.0
-1.0,42.0
-1.0,46.0
3.0,46.0
7.0,46.0
11.0,46.0
15.0,46.0
19.0,46.0
23.0,46.0
27.0,46.0
31.0,46.0
35.0,46.0
39.0,46.0
43.0,46.0
47.0,46.0
51.0,46.0
55.0,46.0
59.0,46.0
63.0,46.0
67.0,46.0
71.0,46.0
75.0,46.0
79.0,46.0
83.0,46.0
87.0,46.0
91.0,46.0
95.0,46.0
91.0,46.0
87.0,50.0
83.0,50.0
79.0,50.0
75.0,50.0
71.0,50.0
67.0,50.0
63.0,50.0
59.0,50.0
55.0,50.0
51.0,50.0
47.0,50.0
43.0,50.0
39.0,50.0
35.0,50.0
31.0,50.0
27.0,50.0
23.0,50.0
19.0,50.0
15.0,50.0
11.0,50.0
7.0,50.0
3.0,50.0
-1.0,50.0
-1.0,54.0
3.0,54.0
7.0,54.0
11.0,54.0
15.0,54.0
19.0,54.0
23.0,54.0
27.0,54.0
31.0,54.0
35.0,54.0
39.0,54.0
43.0,54.0
47.0,54.0
51.0,54.0
55.0,54.0
59.0,54.0
63.0,54.0
67.0,54.0
71.0,54.0
75.0,54.0
79.0,54.0
75.0,54.0
71.0,58.0
67.0,58.0
63.0,58.0
59.0,58.0
55.0,58.0
51.0,58.0
47.0,58.0
43.0,58.0
39.0,58.0
35.0,58.0
31.0,58.0
27.0,58.0
23.0,58.0
19.0,58.0
15.0,58.0
11.0,58.0
7.0,58.0
3.0,58.0
-1.0,58.0
-1.0,62.0
3.0,62.0
7.0,62.0
11.0,62.0
15.0,62.0
19.0,62.0
23.0,62.0
27.0,62.0
31.0,62.0
35.0,62.0
39.0,62.0
43.0,62.0
47.0,62.0
51.0,62.0
55.0,62.0
59.0,62.0
63.0,62.0
59.0,62.0
55.0,66.0
51.0,66.0
47.0,66.0
43.0,66.0
39.0,66.0
35.0,66.0
31.0,66.0
27.0,66.0
23.0,66.0
19.0,66.0
15.0,66.0
11.0,66.0
7.0,66.0
11.0,66.0
15.0,66.0
19.0,66.0
23.0,70.0
27.0,70.0
31.0,70.0
35.0,70.0
39.0,70.0
43.0,70.0
47.0,70.0
43.0,70.0
39.0,74.0
35.0,74.0
40.0,80.0
-10.0,65.0
0.0,0.0
0.0,0.0
